"category","region","state","year","amount"
"Personal_Health_Care","Southeast","South Carolina",1991,2262
"Personal_Health_Care","Plains","South Dakota",1991,2426
"Personal_Health_Care","Southeast","Tennessee",1991,2556
"Personal_Health_Care","Southwest","Texas",1991,2355
"Personal_Health_Care","Rocky Mountains","Utah",1991,1979
"Personal_Health_Care","New England","Vermont",1991,2340
"Personal_Health_Care","Southeast","Virginia",1991,2353
"Personal_Health_Care","Far West","Washington",1991,2522
"Personal_Health_Care","Southeast","West Virginia",1991,2597
"Personal_Health_Care","Great Lakes","Wisconsin",1991,2557
"Personal_Health_Care","Rocky Mountains","Wyoming",1991,2227
"Hospital_Care","Southeast","Alabama",1991,1092
"Hospital_Care","Far West","Alaska",1991,1105
"Hospital_Care","Southwest","Arizona",1991,902
"Hospital_Care","Southeast","Arkansas",1991,1008
"Hospital_Care","Far West","California",1991,981
"Hospital_Care","Rocky Mountains","Colorado",1991,964
"Hospital_Care","New England","Connecticut",1991,1178
"Hospital_Care","Mideast","Delaware",1991,1165
"Hospital_Care","Mideast","District of Columbia",1991,2413
"Hospital_Care","Southeast","Florida",1991,1109
"Hospital_Care","Southeast","Georgia",1991,1064
"Hospital_Care","Far West","Hawaii",1991,1051
"Hospital_Care","Rocky Mountains","Idaho",1991,832
"Hospital_Care","Great Lakes","Illinois",1991,1222
"Hospital_Care","Great Lakes","Indiana",1991,1034
"Hospital_Care","Plains","Iowa",1991,1078
"Hospital_Care","Plains","Kansas",1991,1062
"Hospital_Care","Southeast","Kentucky",1991,1052
"Hospital_Care","Southeast","Louisiana",1991,1182
"Hospital_Care","New England","Maine",1991,998
"Hospital_Care","Mideast","Maryland",1991,1126
"Hospital_Care","New England","Massachusetts",1991,1387
"Hospital_Care","Great Lakes","Michigan",1991,1117
"Hospital_Care","Plains","Minnesota",1991,920
"Hospital_Care","Southeast","Mississippi",1991,1001
"Hospital_Care","Plains","Missouri",1991,1152
"Hospital_Care","Rocky Mountains","Montana",1991,1000
"Hospital_Care","Plains","Nebraska",1991,1024
"Hospital_Care","Far West","Nevada",1991,866
"Hospital_Care","New England","New Hampshire",1991,968
"Hospital_Care","Mideast","New Jersey",1991,1167
"Hospital_Care","Southwest","New Mexico",1991,1013
"Hospital_Care","Mideast","New York",1991,1355
"Hospital_Care","Southeast","North Carolina",1991,948
"Hospital_Care","Plains","North Dakota",1991,1055
"Hospital_Care","Great Lakes","Ohio",1991,1120
"Hospital_Care","Southwest","Oklahoma",1991,990
"Hospital_Care","Far West","Oregon",1991,808
"Hospital_Care","Mideast","Pennsylvania",1991,1313
"Hospital_Care","New England","Rhode Island",1991,1159
"Hospital_Care","Southeast","South Carolina",1991,1050
"Hospital_Care","Plains","South Dakota",1991,1110
"Hospital_Care","Southeast","Tennessee",1991,1103
"Hospital_Care","Southwest","Texas",1991,982
"Hospital_Care","Rocky Mountains","Utah",1991,767
"Hospital_Care","New England","Vermont",1991,927
"Hospital_Care","Southeast","Virginia",1991,993
"Hospital_Care","Far West","Washington",1991,889
"Hospital_Care","Southeast","West Virginia",1991,1168
"Hospital_Care","Great Lakes","Wisconsin",1991,982
"Hospital_Care","Rocky Mountains","Wyoming",1991,1016
"Physician_and_Clinical","Southeast","Alabama",1991,708
"Physician_and_Clinical","Far West","Alaska",1991,706
"Physician_and_Clinical","Southwest","Arizona",1991,762
"Physician_and_Clinical","Southeast","Arkansas",1991,626
"Physician_and_Clinical","Far West","California",1991,905
"Physician_and_Clinical","Rocky Mountains","Colorado",1991,674
"Physician_and_Clinical","New England","Connecticut",1991,813
"Physician_and_Clinical","Mideast","Delaware",1991,738
"Physician_and_Clinical","Mideast","District of Columbia",1991,1017
"Physician_and_Clinical","Southeast","Florida",1991,915
"Physician_and_Clinical","Southeast","Georgia",1991,687
"Physician_and_Clinical","Far West","Hawaii",1991,742
"Physician_and_Clinical","Rocky Mountains","Idaho",1991,552
"Physician_and_Clinical","Great Lakes","Illinois",1991,654
"Physician_and_Clinical","Great Lakes","Indiana",1991,592
"Physician_and_Clinical","Plains","Iowa",1991,547
"Physician_and_Clinical","Plains","Kansas",1991,675
"Physician_and_Clinical","Southeast","Kentucky",1991,577
"Physician_and_Clinical","Southeast","Louisiana",1991,644
"Physician_and_Clinical","New England","Maine",1991,524
"Physician_and_Clinical","Mideast","Maryland",1991,786
"Physician_and_Clinical","New England","Massachusetts",1991,710
"Physician_and_Clinical","Great Lakes","Michigan",1991,643
"Physician_and_Clinical","Plains","Minnesota",1991,629
"Physician_and_Clinical","Southeast","Mississippi",1991,520
"Physician_and_Clinical","Plains","Missouri",1991,559
"Physician_and_Clinical","Rocky Mountains","Montana",1991,534
"Physician_and_Clinical","Plains","Nebraska",1991,519
"Physician_and_Clinical","Far West","Nevada",1991,792
"Physician_and_Clinical","New England","New Hampshire",1991,591
"Physician_and_Clinical","Mideast","New Jersey",1991,768
"Physician_and_Clinical","Southwest","New Mexico",1991,525
"Physician_and_Clinical","Mideast","New York",1991,657
"Physician_and_Clinical","Southeast","North Carolina",1991,548
"Physician_and_Clinical","Plains","North Dakota",1991,662
"Physician_and_Clinical","Great Lakes","Ohio",1991,671
"Physician_and_Clinical","Southwest","Oklahoma",1991,582
"Physician_and_Clinical","Far West","Oregon",1991,626
"Physician_and_Clinical","Mideast","Pennsylvania",1991,693
"Physician_and_Clinical","New England","Rhode Island",1991,633
"Physician_and_Clinical","Southeast","South Carolina",1991,521
"Physician_and_Clinical","Plains","South Dakota",1991,532
"Physician_and_Clinical","Southeast","Tennessee",1991,638
"Physician_and_Clinical","Southwest","Texas",1991,633
"Physician_and_Clinical","Rocky Mountains","Utah",1991,495
"Physician_and_Clinical","New England","Vermont",1991,512
"Physician_and_Clinical","Southeast","Virginia",1991,644
"Physician_and_Clinical","Far West","Washington",1991,699
"Physician_and_Clinical","Southeast","West Virginia",1991,598
"Physician_and_Clinical","Great Lakes","Wisconsin",1991,632
"Physician_and_Clinical","Rocky Mountains","Wyoming",1991,508
"Other_Professional_Services","Southeast","Alabama",1991,44
"Other_Professional_Services","Far West","Alaska",1991,87
"Other_Professional_Services","Southwest","Arizona",1991,73
"Other_Professional_Services","Southeast","Arkansas",1991,55
"Other_Professional_Services","Far West","California",1991,100
"Other_Professional_Services","Rocky Mountains","Colorado",1991,89
"Other_Professional_Services","New England","Connecticut",1991,82
"Other_Professional_Services","Mideast","Delaware",1991,80
"Other_Professional_Services","Mideast","District of Columbia",1991,75
"Other_Professional_Services","Southeast","Florida",1991,84
"Other_Professional_Services","Southeast","Georgia",1991,63
"Other_Professional_Services","Far West","Hawaii",1991,81
"Other_Professional_Services","Rocky Mountains","Idaho",1991,67
"Other_Professional_Services","Great Lakes","Illinois",1991,64
"Other_Professional_Services","Great Lakes","Indiana",1991,58
"Other_Professional_Services","Plains","Iowa",1991,74
"Other_Professional_Services","Plains","Kansas",1991,71
"Other_Professional_Services","Southeast","Kentucky",1991,49
"Other_Professional_Services","Southeast","Louisiana",1991,48
"Other_Professional_Services","New England","Maine",1991,76
"Other_Professional_Services","Mideast","Maryland",1991,77
"Other_Professional_Services","New England","Massachusetts",1991,82
"Other_Professional_Services","Great Lakes","Michigan",1991,68
"Other_Professional_Services","Plains","Minnesota",1991,69
"Other_Professional_Services","Southeast","Mississippi",1991,38
"Other_Professional_Services","Plains","Missouri",1991,51
"Other_Professional_Services","Rocky Mountains","Montana",1991,71
"Other_Professional_Services","Plains","Nebraska",1991,57
"Other_Professional_Services","Far West","Nevada",1991,87
"Other_Professional_Services","New England","New Hampshire",1991,83
"Other_Professional_Services","Mideast","New Jersey",1991,106
"Other_Professional_Services","Southwest","New Mexico",1991,72
"Other_Professional_Services","Mideast","New York",1991,84
"Other_Professional_Services","Southeast","North Carolina",1991,52
"Other_Professional_Services","Plains","North Dakota",1991,60
"Other_Professional_Services","Great Lakes","Ohio",1991,69
"Other_Professional_Services","Southwest","Oklahoma",1991,63
"Other_Professional_Services","Far West","Oregon",1991,84
"Other_Professional_Services","Mideast","Pennsylvania",1991,80
"Other_Professional_Services","New England","Rhode Island",1991,73
"Other_Professional_Services","Southeast","South Carolina",1991,45
"Other_Professional_Services","Plains","South Dakota",1991,64
"Other_Professional_Services","Southeast","Tennessee",1991,57
"Other_Professional_Services","Southwest","Texas",1991,63
"Other_Professional_Services","Rocky Mountains","Utah",1991,53
"Other_Professional_Services","New England","Vermont",1991,67
"Other_Professional_Services","Southeast","Virginia",1991,57
"Other_Professional_Services","Far West","Washington",1991,86
"Other_Professional_Services","Southeast","West Virginia",1991,48
"Other_Professional_Services","Great Lakes","Wisconsin",1991,63
"Other_Professional_Services","Rocky Mountains","Wyoming",1991,68
"Dental_Services","Southeast","Alabama",1991,98
"Dental_Services","Far West","Alaska",1991,179
"Dental_Services","Southwest","Arizona",1991,124
"Dental_Services","Southeast","Arkansas",1991,93
"Dental_Services","Far West","California",1991,173
"Dental_Services","Rocky Mountains","Colorado",1991,152
"Dental_Services","New England","Connecticut",1991,193
"Dental_Services","Mideast","Delaware",1991,132
"Dental_Services","Mideast","District of Columbia",1991,156
"Dental_Services","Southeast","Florida",1991,133
"Dental_Services","Southeast","Georgia",1991,116
"Dental_Services","Far West","Hawaii",1991,168
"Dental_Services","Rocky Mountains","Idaho",1991,137
"Dental_Services","Great Lakes","Illinois",1991,125
"Dental_Services","Great Lakes","Indiana",1991,102
"Dental_Services","Plains","Iowa",1991,116
"Dental_Services","Plains","Kansas",1991,120
"Dental_Services","Southeast","Kentucky",1991,88
"Dental_Services","Southeast","Louisiana",1991,90
"Dental_Services","New England","Maine",1991,117
"Dental_Services","Mideast","Maryland",1991,143
"Dental_Services","New England","Massachusetts",1991,157
"Dental_Services","Great Lakes","Michigan",1991,149
"Dental_Services","Plains","Minnesota",1991,133
"Dental_Services","Southeast","Mississippi",1991,73
"Dental_Services","Plains","Missouri",1991,103
"Dental_Services","Rocky Mountains","Montana",1991,116
"Dental_Services","Plains","Nebraska",1991,109
"Dental_Services","Far West","Nevada",1991,130
"Dental_Services","New England","New Hampshire",1991,146
"Dental_Services","Mideast","New Jersey",1991,169
"Dental_Services","Southwest","New Mexico",1991,96
"Dental_Services","Mideast","New York",1991,144
"Dental_Services","Southeast","North Carolina",1991,104
"Dental_Services","Plains","North Dakota",1991,99
"Dental_Services","Great Lakes","Ohio",1991,116
"Dental_Services","Southwest","Oklahoma",1991,102
"Dental_Services","Far West","Oregon",1991,175
"Dental_Services","Mideast","Pennsylvania",1991,128
"Dental_Services","New England","Rhode Island",1991,151
"Dental_Services","Southeast","South Carolina",1991,101
"Dental_Services","Plains","South Dakota",1991,100
"Dental_Services","Southeast","Tennessee",1991,103
"Dental_Services","Southwest","Texas",1991,100
"Dental_Services","Rocky Mountains","Utah",1991,129
"Dental_Services","New England","Vermont",1991,132
"Dental_Services","Southeast","Virginia",1991,124
"Dental_Services","Far West","Washington",1991,195
"Dental_Services","Southeast","West Virginia",1991,81
"Dental_Services","Great Lakes","Wisconsin",1991,141
"Dental_Services","Rocky Mountains","Wyoming",1991,119
"Home_Health_Care","Southeast","Alabama",1991,62
"Home_Health_Care","Far West","Alaska",1991,7
"Home_Health_Care","Southwest","Arizona",1991,39
"Home_Health_Care","Southeast","Arkansas",1991,41
"Home_Health_Care","Far West","California",1991,38
"Home_Health_Care","Rocky Mountains","Colorado",1991,37
"Home_Health_Care","New England","Connecticut",1991,90
"Home_Health_Care","Mideast","Delaware",1991,49
"Home_Health_Care","Mideast","District of Columbia",1991,55
"Home_Health_Care","Southeast","Florida",1991,88
"Home_Health_Care","Southeast","Georgia",1991,64
"Home_Health_Care","Far West","Hawaii",1991,14
"Home_Health_Care","Rocky Mountains","Idaho",1991,27
"Home_Health_Care","Great Lakes","Illinois",1991,49
"Home_Health_Care","Great Lakes","Indiana",1991,34
"Home_Health_Care","Plains","Iowa",1991,35
"Home_Health_Care","Plains","Kansas",1991,34
"Home_Health_Care","Southeast","Kentucky",1991,54
"Home_Health_Care","Southeast","Louisiana",1991,46
"Home_Health_Care","New England","Maine",1991,59
"Home_Health_Care","Mideast","Maryland",1991,51
"Home_Health_Care","New England","Massachusetts",1991,98
"Home_Health_Care","Great Lakes","Michigan",1991,50
"Home_Health_Care","Plains","Minnesota",1991,47
"Home_Health_Care","Southeast","Mississippi",1991,60
"Home_Health_Care","Plains","Missouri",1991,46
"Home_Health_Care","Rocky Mountains","Montana",1991,43
"Home_Health_Care","Plains","Nebraska",1991,28
"Home_Health_Care","Far West","Nevada",1991,43
"Home_Health_Care","New England","New Hampshire",1991,48
"Home_Health_Care","Mideast","New Jersey",1991,66
"Home_Health_Care","Southwest","New Mexico",1991,29
"Home_Health_Care","Mideast","New York",1991,167
"Home_Health_Care","Southeast","North Carolina",1991,54
"Home_Health_Care","Plains","North Dakota",1991,19
"Home_Health_Care","Great Lakes","Ohio",1991,44
"Home_Health_Care","Southwest","Oklahoma",1991,41
"Home_Health_Care","Far West","Oregon",1991,32
"Home_Health_Care","Mideast","Pennsylvania",1991,51
"Home_Health_Care","New England","Rhode Island",1991,63
"Home_Health_Care","Southeast","South Carolina",1991,43
"Home_Health_Care","Plains","South Dakota",1991,9
"Home_Health_Care","Southeast","Tennessee",1991,99
"Home_Health_Care","Southwest","Texas",1991,54
"Home_Health_Care","Rocky Mountains","Utah",1991,27
"Home_Health_Care","New England","Vermont",1991,63
"Home_Health_Care","Southeast","Virginia",1991,38
"Home_Health_Care","Far West","Washington",1991,46
"Home_Health_Care","Southeast","West Virginia",1991,49
"Home_Health_Care","Great Lakes","Wisconsin",1991,47
"Home_Health_Care","Rocky Mountains","Wyoming",1991,22
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Alabama",1991,288
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Far West","Alaska",1991,249
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southwest","Arizona",1991,259
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Arkansas",1991,255
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Far West","California",1991,253
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Rocky Mountains","Colorado",1991,239
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","New England","Connecticut",1991,290
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Mideast","Delaware",1991,295
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Mideast","District of Columbia",1991,264
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Florida",1991,281
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Georgia",1991,270
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Far West","Hawaii",1991,318
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Rocky Mountains","Idaho",1991,222
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Great Lakes","Illinois",1991,252
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Great Lakes","Indiana",1991,276
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","Iowa",1991,257
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","Kansas",1991,263
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Kentucky",1991,283
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Louisiana",1991,280
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","New England","Maine",1991,232
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Mideast","Maryland",1991,287
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","New England","Massachusetts",1991,269
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Great Lakes","Michigan",1991,287
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","Minnesota",1991,234
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Mississippi",1991,261
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","Missouri",1991,259
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Rocky Mountains","Montana",1991,253
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","Nebraska",1991,258
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Far West","Nevada",1991,268
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","New England","New Hampshire",1991,275
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Mideast","New Jersey",1991,302
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southwest","New Mexico",1991,242
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Mideast","New York",1991,269
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","North Carolina",1991,265
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","North Dakota",1991,240
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Great Lakes","Ohio",1991,261
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southwest","Oklahoma",1991,265
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Far West","Oregon",1991,240
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Mideast","Pennsylvania",1991,293
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","New England","Rhode Island",1991,287
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","South Carolina",1991,246
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Plains","South Dakota",1991,218
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Tennessee",1991,295
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southwest","Texas",1991,264
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Rocky Mountains","Utah",1991,230
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","New England","Vermont",1991,240
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","Virginia",1991,268
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Far West","Washington",1991,273
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Southeast","West Virginia",1991,304
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Great Lakes","Wisconsin",1991,243
"Prescription_Drugs_and_Other_Nondurable_Medical_Products","Rocky Mountains","Wyoming",1991,235
"Durable_Medical_Equipment","Southeast","Alabama",1991,49
"Durable_Medical_Equipment","Far West","Alaska",1991,50
"Durable_Medical_Equipment","Southwest","Arizona",1991,74
"Durable_Medical_Equipment","Southeast","Arkansas",1991,36
"Durable_Medical_Equipment","Far West","California",1991,36
"Durable_Medical_Equipment","Rocky Mountains","Colorado",1991,75
"Durable_Medical_Equipment","New England","Connecticut",1991,49
"Durable_Medical_Equipment","Mideast","Delaware",1991,70
"Durable_Medical_Equipment","Mideast","District of Columbia",1991,56
"Durable_Medical_Equipment","Southeast","Florida",1991,96
"Durable_Medical_Equipment","Southeast","Georgia",1991,57
"Durable_Medical_Equipment","Far West","Hawaii",1991,50
"Durable_Medical_Equipment","Rocky Mountains","Idaho",1991,63
"Durable_Medical_Equipment","Great Lakes","Illinois",1991,41
"Durable_Medical_Equipment","Great Lakes","Indiana",1991,60
"Durable_Medical_Equipment","Plains","Iowa",1991,60
"Durable_Medical_Equipment","Plains","Kansas",1991,43
"Durable_Medical_Equipment","Southeast","Kentucky",1991,52
"Durable_Medical_Equipment","Southeast","Louisiana",1991,43
"Durable_Medical_Equipment","New England","Maine",1991,40
"Durable_Medical_Equipment","Mideast","Maryland",1991,47
"Durable_Medical_Equipment","New England","Massachusetts",1991,51
"Durable_Medical_Equipment","Great Lakes","Michigan",1991,72
"Durable_Medical_Equipment","Plains","Minnesota",1991,60
"Durable_Medical_Equipment","Southeast","Mississippi",1991,42
"Durable_Medical_Equipment","Plains","Missouri",1991,37
"Durable_Medical_Equipment","Rocky Mountains","Montana",1991,55
"Durable_Medical_Equipment","Plains","Nebraska",1991,70
"Durable_Medical_Equipment","Far West","Nevada",1991,52
"Durable_Medical_Equipment","New England","New Hampshire",1991,50
"Durable_Medical_Equipment","Mideast","New Jersey",1991,57
"Durable_Medical_Equipment","Southwest","New Mexico",1991,68
"Durable_Medical_Equipment","Mideast","New York",1991,41
"Durable_Medical_Equipment","Southeast","North Carolina",1991,53
"Durable_Medical_Equipment","Plains","North Dakota",1991,50
"Durable_Medical_Equipment","Great Lakes","Ohio",1991,48
"Durable_Medical_Equipment","Southwest","Oklahoma",1991,47
"Durable_Medical_Equipment","Far West","Oregon",1991,42
"Durable_Medical_Equipment","Mideast","Pennsylvania",1991,50
"Durable_Medical_Equipment","New England","Rhode Island",1991,37
"Durable_Medical_Equipment","Southeast","South Carolina",1991,50
"Durable_Medical_Equipment","Plains","South Dakota",1991,48
"Durable_Medical_Equipment","Southeast","Tennessee",1991,44
"Durable_Medical_Equipment","Southwest","Texas",1991,52
"Durable_Medical_Equipment","Rocky Mountains","Utah",1991,71
"Durable_Medical_Equipment","New England","Vermont",1991,40
"Durable_Medical_Equipment","Southeast","Virginia",1991,46
"Durable_Medical_Equipment","Far West","Washington",1991,57
"Durable_Medical_Equipment","Southeast","West Virginia",1991,62
"Durable_Medical_Equipment","Great Lakes","Wisconsin",1991,48
"Durable_Medical_Equipment","Rocky Mountains","Wyoming",1991,50
"Nursing_Home_Care","Southeast","Alabama",1991,133
"Nursing_Home_Care","Far West","Alaska",1991,77
"Nursing_Home_Care","Southwest","Arizona",1991,129
"Nursing_Home_Care","Southeast","Arkansas",1991,172
"Nursing_Home_Care","Far West","California",1991,118
"Nursing_Home_Care","Rocky Mountains","Colorado",1991,152
"Nursing_Home_Care","New England","Connecticut",1991,420
"Nursing_Home_Care","Mideast","Delaware",1991,199
"Nursing_Home_Care","Mideast","District of Columbia",1991,340
"Nursing_Home_Care","Southeast","Florida",1991,179
"Nursing_Home_Care","Southeast","Georgia",1991,131
"Nursing_Home_Care","Far West","Hawaii",1991,128
"Nursing_Home_Care","Rocky Mountains","Idaho",1991,141
"Nursing_Home_Care","Great Lakes","Illinois",1991,209
"Nursing_Home_Care","Great Lakes","Indiana",1991,265
"Nursing_Home_Care","Plains","Iowa",1991,268
"Nursing_Home_Care","Plains","Kansas",1991,233
"Nursing_Home_Care","Southeast","Kentucky",1991,175
"Nursing_Home_Care","Southeast","Louisiana",1991,163
"Nursing_Home_Care","New England","Maine",1991,287
"Nursing_Home_Care","Mideast","Maryland",1991,187
"Nursing_Home_Care","New England","Massachusetts",1991,375
"Nursing_Home_Care","Great Lakes","Michigan",1991,166
"Nursing_Home_Care","Plains","Minnesota",1991,349
"Nursing_Home_Care","Southeast","Mississippi",1991,131
"Nursing_Home_Care","Plains","Missouri",1991,226
"Nursing_Home_Care","Rocky Mountains","Montana",1991,182
"Nursing_Home_Care","Plains","Nebraska",1991,225
"Nursing_Home_Care","Far West","Nevada",1991,88
"Nursing_Home_Care","New England","New Hampshire",1991,205
"Nursing_Home_Care","Mideast","New Jersey",1991,224
"Nursing_Home_Care","Southwest","New Mexico",1991,108
"Nursing_Home_Care","Mideast","New York",1991,289
"Nursing_Home_Care","Southeast","North Carolina",1991,154
"Nursing_Home_Care","Plains","North Dakota",1991,296
"Nursing_Home_Care","Great Lakes","Ohio",1991,241
"Nursing_Home_Care","Southwest","Oklahoma",1991,179
"Nursing_Home_Care","Far West","Oregon",1991,159
"Nursing_Home_Care","Mideast","Pennsylvania",1991,251
"Nursing_Home_Care","New England","Rhode Island",1991,314
"Nursing_Home_Care","Southeast","South Carolina",1991,114
"Nursing_Home_Care","Plains","South Dakota",1991,229
"Nursing_Home_Care","Southeast","Tennessee",1991,159
"Nursing_Home_Care","Southwest","Texas",1991,129
"Nursing_Home_Care","Rocky Mountains","Utah",1991,95
"Nursing_Home_Care","New England","Vermont",1991,219
"Nursing_Home_Care","Southeast","Virginia",1991,132
"Nursing_Home_Care","Far West","Washington",1991,186
"Nursing_Home_Care","Southeast","West Virginia",1991,187
"Nursing_Home_Care","Great Lakes","Wisconsin",1991,261
"Nursing_Home_Care","Rocky Mountains","Wyoming",1991,141
"Other_Health_Residential_and_Personal_Care","Southeast","Alabama",1991,61
"Other_Health_Residential_and_Personal_Care","Far West","Alaska",1991,97
"Other_Health_Residential_and_Personal_Care","Southwest","Arizona",1991,86
"Other_Health_Residential_and_Personal_Care","Southeast","Arkansas",1991,78
"Other_Health_Residential_and_Personal_Care","Far West","California",1991,69
"Other_Health_Residential_and_Personal_Care","Rocky Mountains","Colorado",1991,116
"Other_Health_Residential_and_Personal_Care","New England","Connecticut",1991,200
"Other_Health_Residential_and_Personal_Care","Mideast","Delaware",1991,108
"Other_Health_Residential_and_Personal_Care","Mideast","District of Columbia",1991,285
"Other_Health_Residential_and_Personal_Care","Southeast","Florida",1991,64
"Other_Health_Residential_and_Personal_Care","Southeast","Georgia",1991,47
"Other_Health_Residential_and_Personal_Care","Far West","Hawaii",1991,49
"Other_Health_Residential_and_Personal_Care","Rocky Mountains","Idaho",1991,83
"Other_Health_Residential_and_Personal_Care","Great Lakes","Illinois",1991,113
"Other_Health_Residential_and_Personal_Care","Great Lakes","Indiana",1991,121
"Other_Health_Residential_and_Personal_Care","Plains","Iowa",1991,155
"Other_Health_Residential_and_Personal_Care","Plains","Kansas",1991,112
"Other_Health_Residential_and_Personal_Care","Southeast","Kentucky",1991,55
"Other_Health_Residential_and_Personal_Care","Southeast","Louisiana",1991,152
"Other_Health_Residential_and_Personal_Care","New England","Maine",1991,214
"Other_Health_Residential_and_Personal_Care","Mideast","Maryland",1991,82
"Other_Health_Residential_and_Personal_Care","New England","Massachusetts",1991,197
"Other_Health_Residential_and_Personal_Care","Great Lakes","Michigan",1991,112
"Other_Health_Residential_and_Personal_Care","Plains","Minnesota",1991,256
